quarter_start,reporting_period,reporting_level,entity,lhd,district_type,peer_group,triage_category,pct_on_time
2024-10-01,Oct-Dec 2024,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T3: Urgent,84.3
2024-10-01,Oct-Dec 2024,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T4: Semi-urgent,84.2
2024-10-01,Oct-Dec 2024,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T5: Non-urgent,87.3
2024-10-01,Oct-Dec 2024,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T2: Emergency,65.0
2024-10-01,Oct-Dec 2024,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T3: Urgent,60.8
2024-10-01,Oct-Dec 2024,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T4: Semi-urgent,69.7
2024-10-01,Oct-Dec 2024,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T5: Non-urgent,91.2
2024-10-01,Oct-Dec 2024,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T2: Emergency,43.3
2024-10-01,Oct-Dec 2024,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T3: Urgent,48.3
2024-10-01,Oct-Dec 2024,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T4: Semi-urgent,59.8
2024-10-01,Oct-Dec 2024,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T5: Non-urgent,82.6
2024-10-01,Oct-Dec 2024,Hospital,Singleton,Hunter New England,Regional,District group 2,T2: Emergency,76.4
2024-10-01,Oct-Dec 2024,Hospital,Singleton,Hunter New England,Regional,District group 2,T3: Urgent,73.9
2024-10-01,Oct-Dec 2024,Hospital,Singleton,Hunter New England,Regional,District group 2,T4: Semi-urgent,70.6
2024-10-01,Oct-Dec 2024,Hospital,Singleton,Hunter New England,Regional,District group 2,T5: Non-urgent,87.8
2024-10-01,Oct-Dec 2024,Hospital,South East Regional,Southern NSW,Regional,District group 1,T2: Emergency,63.9
2024-10-01,Oct-Dec 2024,Hospital,South East Regional,Southern NSW,Regional,District group 1,T3: Urgent,64.0
2024-10-01,Oct-Dec 2024,Hospital,South East Regional,Southern NSW,Regional,District group 1,T4: Semi-urgent,72.1
2024-10-01,Oct-Dec 2024,Hospital,South East Regional,Southern NSW,Regional,District group 1,T5: Non-urgent,86.9
2024-10-01,Oct-Dec 2024,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T2: Emergency,40.6
2024-10-01,Oct-Dec 2024,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T3: Urgent,53.0
2024-10-01,Oct-Dec 2024,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T4: Semi-urgent,69.4
2024-10-01,Oct-Dec 2024,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T5: Non-urgent,91.6
2024-10-01,Oct-Dec 2024,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T2: Emergency,52.7
2024-10-01,Oct-Dec 2024,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T3: Urgent,60.6
2024-10-01,Oct-Dec 2024,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T4: Semi-urgent,69.5
2024-10-01,Oct-Dec 2024,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T5: Non-urgent,89.8
2024-10-01,Oct-Dec 2024,Hospital,Sutherland,South Eastern Sydney,Metropolitan,Major,T2: Emergency,35.8
2024-10-01,Oct-Dec 2024,Hospital,Sutherland,South Eastern Sydney,Metropolitan,Major,T3: Urgent,45.8
2024-10-01,Oct-Dec 2024,Hospital,Sutherland,South Eastern Sydney,Metropolitan,Major,T4: Semi-urgent,68.4
2024-10-01,Oct-Dec 2024,Hospital,Sutherland,South Eastern Sydney,Metropolitan,Major,T5: Non-urgent,90.7
2024-10-01,Oct-Dec 2024,Hospital,Sydney Children's Randwick,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T2: Emergency,61.9
2024-10-01,Oct-Dec 2024,Hospital,Sydney Children's Randwick,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T3: Urgent,72.0
2024-10-01,Oct-Dec 2024,Hospital,Sydney Children's Randwick,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T4: Semi-urgent,80.2
2024-10-01,Oct-Dec 2024,Hospital,Sydney Children's Randwick,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T5: Non-urgent,91.4
2024-10-01,Oct-Dec 2024,Hospital,Sydney and Sydney Eye,South Eastern Sydney,Metropolitan,Ungrouped acute - tertiary referral,T2: Emergency,53.3
2024-10-01,Oct-Dec 2024,Hospital,Sydney and Sydney Eye,South Eastern Sydney,Metropolitan,Ungrouped acute - tertiary referral,T3: Urgent,59.7
2024-10-01,Oct-Dec 2024,Hospital,Sydney and Sydney Eye,South Eastern Sydney,Metropolitan,Ungrouped acute - tertiary referral,T4: Semi-urgent,71.9
2024-10-01,Oct-Dec 2024,Hospital,Sydney and Sydney Eye,South Eastern Sydney,Metropolitan,Ungrouped acute - tertiary referral,T5: Non-urgent,94.3
2024-10-01,Oct-Dec 2024,Hospital,Tamworth,Hunter New England,Regional,Major,T2: Emergency,69.5
2024-10-01,Oct-Dec 2024,Hospital,Tamworth,Hunter New England,Regional,Major,T3: Urgent,59.4
2024-10-01,Oct-Dec 2024,Hospital,Tamworth,Hunter New England,Regional,Major,T4: Semi-urgent,47.8
2024-10-01,Oct-Dec 2024,Hospital,Tamworth,Hunter New England,Regional,Major,T5: Non-urgent,68.5
2024-10-01,Oct-Dec 2024,Hospital,Tweed Valley,Northern NSW,Regional,Major,T2: Emergency,71.9
2024-10-01,Oct-Dec 2024,Hospital,Tweed Valley,Northern NSW,Regional,Major,T3: Urgent,70.9
2024-10-01,Oct-Dec 2024,Hospital,Tweed Valley,Northern NSW,Regional,Major,T4: Semi-urgent,86.5
2024-10-01,Oct-Dec 2024,Hospital,Tweed Valley,Northern NSW,Regional,Major,T5: Non-urgent,97.9
2024-10-01,Oct-Dec 2024,Hospital,Wagga Wagga,Murrumbidgee,Regional,Major,T2: Emergency,73.4
2024-10-01,Oct-Dec 2024,Hospital,Wagga Wagga,Murrumbidgee,Regional,Major,T3: Urgent,53.8
2024-10-01,Oct-Dec 2024,Hospital,Wagga Wagga,Murrumbidgee,Regional,Major,T4: Semi-urgent,64.5
2024-10-01,Oct-Dec 2024,Hospital,Wagga Wagga,Murrumbidgee,Regional,Major,T5: Non-urgent,88.6
2024-10-01,Oct-Dec 2024,Hospital,Westmead,Western Sydney,Metropolitan,Principal referral,T2: Emergency,39.2
2024-10-01,Oct-Dec 2024,Hospital,Westmead,Western Sydney,Metropolitan,Principal referral,T3: Urgent,43.2
2024-10-01,Oct-Dec 2024,Hospital,Westmead,Western Sydney,Metropolitan,Principal referral,T4: Semi-urgent,39.2
2024-10-01,Oct-Dec 2024,Hospital,Westmead,Western Sydney,Metropolitan,Principal referral,T5: Non-urgent,70.5
2024-10-01,Oct-Dec 2024,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T2: Emergency,52.0
2024-10-01,Oct-Dec 2024,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T3: Urgent,70.5
2024-10-01,Oct-Dec 2024,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T4: Semi-urgent,77.1
2024-10-01,Oct-Dec 2024,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T5: Non-urgent,91.9
2024-10-01,Oct-Dec 2024,Hospital,Wyong,Central Coast,Metropolitan,Major,T2: Emergency,70.2
2024-10-01,Oct-Dec 2024,Hospital,Wyong,Central Coast,Metropolitan,Major,T3: Urgent,36.7
2024-10-01,Oct-Dec 2024,Hospital,Wyong,Central Coast,Metropolitan,Major,T4: Semi-urgent,45.7
2024-10-01,Oct-Dec 2024,Hospital,Wyong,Central Coast,Metropolitan,Major,T5: Non-urgent,71.7
2024-10-01,Oct-Dec 2024,Hospital,Young,Murrumbidgee,Regional,District group 2,T2: Emergency,78.6
2024-10-01,Oct-Dec 2024,Hospital,Young,Murrumbidgee,Regional,District group 2,T3: Urgent,65.4
2024-10-01,Oct-Dec 2024,Hospital,Young,Murrumbidgee,Regional,District group 2,T4: Semi-urgent,79.9
2024-10-01,Oct-Dec 2024,Hospital,Young,Murrumbidgee,Regional,District group 2,T5: Non-urgent,94.0
2024-10-01,Oct-Dec 2024,LHD,Central Coast,Central Coast,Metropolitan,,T2: Emergency,70.7
2024-10-01,Oct-Dec 2024,LHD,Central Coast,Central Coast,Metropolitan,,T3: Urgent,43.4
2024-10-01,Oct-Dec 2024,LHD,Central Coast,Central Coast,Metropolitan,,T4: Semi-urgent,48.7
2024-10-01,Oct-Dec 2024,LHD,Central Coast,Central Coast,Metropolitan,,T5: Non-urgent,74.5
2024-10-01,Oct-Dec 2024,LHD,Far West,Far West,Regional,,T2: Emergency,55.5
2024-10-01,Oct-Dec 2024,LHD,Far West,Far West,Regional,,T3: Urgent,71.6
2024-10-01,Oct-Dec 2024,LHD,Far West,Far West,Regional,,T4: Semi-urgent,82.2
2024-10-01,Oct-Dec 2024,LHD,Far West,Far West,Regional,,T5: Non-urgent,94.8
2024-10-01,Oct-Dec 2024,LHD,Hunter New England,Hunter New England,Regional,,T2: Emergency,54.3
2024-10-01,Oct-Dec 2024,LHD,Hunter New England,Hunter New England,Regional,,T3: Urgent,59.5
2024-10-01,Oct-Dec 2024,LHD,Hunter New England,Hunter New England,Regional,,T4: Semi-urgent,65.8
2024-10-01,Oct-Dec 2024,LHD,Hunter New England,Hunter New England,Regional,,T5: Non-urgent,83.7
2024-10-01,Oct-Dec 2024,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T2: Emergency,51.6
2024-10-01,Oct-Dec 2024,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T3: Urgent,62.6
2024-10-01,Oct-Dec 2024,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T4: Semi-urgent,69.8
2024-10-01,Oct-Dec 2024,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T5: Non-urgent,88.7
2024-10-01,Oct-Dec 2024,LHD,Mid North Coast,Mid North Coast,Regional,,T2: Emergency,53.8
2024-10-01,Oct-Dec 2024,LHD,Mid North Coast,Mid North Coast,Regional,,T3: Urgent,57.6
2024-10-01,Oct-Dec 2024,LHD,Mid North Coast,Mid North Coast,Regional,,T4: Semi-urgent,73.1
2024-10-01,Oct-Dec 2024,LHD,Mid North Coast,Mid North Coast,Regional,,T5: Non-urgent,92.4
2024-10-01,Oct-Dec 2024,LHD,Murrumbidgee,Murrumbidgee,Regional,,T2: Emergency,73.7
2024-10-01,Oct-Dec 2024,LHD,Murrumbidgee,Murrumbidgee,Regional,,T3: Urgent,69.5
2024-10-01,Oct-Dec 2024,LHD,Murrumbidgee,Murrumbidgee,Regional,,T4: Semi-urgent,82.3
2024-10-01,Oct-Dec 2024,LHD,Murrumbidgee,Murrumbidgee,Regional,,T5: Non-urgent,96.4
2024-10-01,Oct-Dec 2024,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T2: Emergency,41.1
2024-10-01,Oct-Dec 2024,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T3: Urgent,58.5
2024-10-01,Oct-Dec 2024,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T4: Semi-urgent,75.1
2024-10-01,Oct-Dec 2024,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T5: Non-urgent,91.4
2024-10-01,Oct-Dec 2024,LHD,Northern NSW,Northern NSW,Regional,,T2: Emergency,64.1
2024-10-01,Oct-Dec 2024,LHD,Northern NSW,Northern NSW,Regional,,T3: Urgent,62.2
2024-10-01,Oct-Dec 2024,LHD,Northern NSW,Northern NSW,Regional,,T4: Semi-urgent,70.0
2024-10-01,Oct-Dec 2024,LHD,Northern NSW,Northern NSW,Regional,,T5: Non-urgent,90.1
2024-10-01,Oct-Dec 2024,LHD,Northern Sydney,Northern Sydney,Metropolitan,,T2: Emergency,74.9
2024-10-01,Oct-Dec 2024,LHD,Northern Sydney,Northern Sydney,Metropolitan,,T3: Urgent,68.5
2024-10-01,Oct-Dec 2024,LHD,Northern Sydney,Northern Sydney,Metropolitan,,T4: Semi-urgent,73.6
2024-10-01,Oct-Dec 2024,LHD,Northern Sydney,Northern Sydney,Metropolitan,,T5: Non-urgent,88.8
2024-10-01,Oct-Dec 2024,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T2: Emergency,37.4
2024-10-01,Oct-Dec 2024,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T3: Urgent,48.8
2024-10-01,Oct-Dec 2024,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T4: Semi-urgent,67.4
2024-10-01,Oct-Dec 2024,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T5: Non-urgent,89.3
2024-10-01,Oct-Dec 2024,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T2: Emergency,38.9
2024-10-01,Oct-Dec 2024,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T3: Urgent,58.7
2024-10-01,Oct-Dec 2024,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T4: Semi-urgent,72.6
2024-10-01,Oct-Dec 2024,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T5: Non-urgent,90.4
2024-10-01,Oct-Dec 2024,LHD,Southern NSW,Southern NSW,Regional,,T2: Emergency,66.2
2024-10-01,Oct-Dec 2024,LHD,Southern NSW,Southern NSW,Regional,,T3: Urgent,72.8
2024-10-01,Oct-Dec 2024,LHD,Southern NSW,Southern NSW,Regional,,T4: Semi-urgent,79.3
2024-10-01,Oct-Dec 2024,LHD,Southern NSW,Southern NSW,Regional,,T5: Non-urgent,92.0
2024-10-01,Oct-Dec 2024,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T2: Emergency,52.7
2024-10-01,Oct-Dec 2024,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T3: Urgent,60.6
2024-10-01,Oct-Dec 2024,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T4: Semi-urgent,69.5
2024-10-01,Oct-Dec 2024,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T5: Non-urgent,89.8
2024-10-01,Oct-Dec 2024,LHD,Sydney,Sydney,Metropolitan,,T2: Emergency,53.7
2024-10-01,Oct-Dec 2024,LHD,Sydney,Sydney,Metropolitan,,T3: Urgent,71.5
2024-10-01,Oct-Dec 2024,LHD,Sydney,Sydney,Metropolitan,,T4: Semi-urgent,76.9
2024-10-01,Oct-Dec 2024,LHD,Sydney,Sydney,Metropolitan,,T5: Non-urgent,92.2
2024-10-01,Oct-Dec 2024,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T2: Emergency,66.0
2024-10-01,Oct-Dec 2024,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T3: Urgent,69.8
2024-10-01,Oct-Dec 2024,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T4: Semi-urgent,78.1
2024-10-01,Oct-Dec 2024,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T5: Non-urgent,87.2
2024-10-01,Oct-Dec 2024,LHD,Western NSW,Western NSW,Regional,,T2: Emergency,65.2
2024-10-01,Oct-Dec 2024,LHD,Western NSW,Western NSW,Regional,,T3: Urgent,72.3
2024-10-01,Oct-Dec 2024,LHD,Western NSW,Western NSW,Regional,,T4: Semi-urgent,79.7
2024-10-01,Oct-Dec 2024,LHD,Western NSW,Western NSW,Regional,,T5: Non-urgent,91.6
2024-10-01,Oct-Dec 2024,LHD,Western Sydney,Western Sydney,Metropolitan,,T2: Emergency,39.5
2024-10-01,Oct-Dec 2024,LHD,Western Sydney,Western Sydney,Metropolitan,,T3: Urgent,48.1
2024-10-01,Oct-Dec 2024,LHD,Western Sydney,Western Sydney,Metropolitan,,T4: Semi-urgent,57.5
2024-10-01,Oct-Dec 2024,LHD,Western Sydney,Western Sydney,Metropolitan,,T5: Non-urgent,81.6
2024-10-01,Oct-Dec 2024,NSW,NSW,NSW,Specialty network,NSW,T2: Emergency,53.5
2024-10-01,Oct-Dec 2024,NSW,NSW,NSW,Specialty network,NSW,T3: Urgent,60.5
2024-10-01,Oct-Dec 2024,NSW,NSW,NSW,Specialty network,NSW,T4: Semi-urgent,71.0
2024-10-01,Oct-Dec 2024,NSW,NSW,NSW,Specialty network,NSW,T5: Non-urgent,89.0
2024-10-01,Oct-Dec 2024,Peergroup,District group 1,,Specialty network,District group 1,T2: Emergency,57.5
2024-10-01,Oct-Dec 2024,Peergroup,District group 1,,Specialty network,District group 1,T3: Urgent,64.8
2024-10-01,Oct-Dec 2024,Peergroup,District group 1,,Specialty network,District group 1,T4: Semi-urgent,71.8
2024-10-01,Oct-Dec 2024,Peergroup,District group 1,,Specialty network,District group 1,T5: Non-urgent,88.8
2024-10-01,Oct-Dec 2024,Peergroup,District group 2,,Specialty network,District group 2,T2: Emergency,66.6
2024-10-01,Oct-Dec 2024,Peergroup,District group 2,,Specialty network,District group 2,T3: Urgent,73.1
2024-10-01,Oct-Dec 2024,Peergroup,District group 2,,Specialty network,District group 2,T4: Semi-urgent,77.1
2024-10-01,Oct-Dec 2024,Peergroup,District group 2,,Specialty network,District group 2,T5: Non-urgent,91.6
2024-10-01,Oct-Dec 2024,Peergroup,Major,,Specialty network,Major,T2: Emergency,51.4
2024-10-01,Oct-Dec 2024,Peergroup,Major,,Specialty network,Major,T3: Urgent,52.4
2024-10-01,Oct-Dec 2024,Peergroup,Major,,Specialty network,Major,T4: Semi-urgent,64.1
2024-10-01,Oct-Dec 2024,Peergroup,Major,,Specialty network,Major,T5: Non-urgent,84.5
2024-10-01,Oct-Dec 2024,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T2: Emergency,66.0
2024-10-01,Oct-Dec 2024,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T3: Urgent,69.8
2024-10-01,Oct-Dec 2024,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T4: Semi-urgent,78.1
2024-10-01,Oct-Dec 2024,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T5: Non-urgent,87.2
2024-10-01,Oct-Dec 2024,Peergroup,Principal referral,,Specialty network,Principal referral,T2: Emergency,48.6
2024-10-01,Oct-Dec 2024,Peergroup,Principal referral,,Specialty network,Principal referral,T3: Urgent,59.1
2024-10-01,Oct-Dec 2024,Peergroup,Principal referral,,Specialty network,Principal referral,T4: Semi-urgent,67.3
2024-10-01,Oct-Dec 2024,Peergroup,Principal referral,,Specialty network,Principal referral,T5: Non-urgent,83.8
2024-10-01,Oct-Dec 2024,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T2: Emergency,77.7
2024-10-01,Oct-Dec 2024,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T3: Urgent,75.6
2024-10-01,Oct-Dec 2024,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T4: Semi-urgent,76.7
2024-10-01,Oct-Dec 2024,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T5: Non-urgent,92.5
2025-01-01,Jan-Mar 2025,Hospital,Armidale,Hunter New England,Regional,District group 1,T2: Emergency,87.4
2025-01-01,Jan-Mar 2025,Hospital,Armidale,Hunter New England,Regional,District group 1,T3: Urgent,73.5
2025-01-01,Jan-Mar 2025,Hospital,Armidale,Hunter New England,Regional,District group 1,T4: Semi-urgent,49.1
2025-01-01,Jan-Mar 2025,Hospital,Armidale,Hunter New England,Regional,District group 1,T5: Non-urgent,71.9
2025-01-01,Jan-Mar 2025,Hospital,Auburn,Western Sydney,Metropolitan,Major,T2: Emergency,59.5
2025-01-01,Jan-Mar 2025,Hospital,Auburn,Western Sydney,Metropolitan,Major,T3: Urgent,71.7
2025-01-01,Jan-Mar 2025,Hospital,Auburn,Western Sydney,Metropolitan,Major,T4: Semi-urgent,78.7
2025-01-01,Jan-Mar 2025,Hospital,Auburn,Western Sydney,Metropolitan,Major,T5: Non-urgent,91.1
2025-01-01,Jan-Mar 2025,Hospital,Ballina,Northern NSW,Regional,District group 2,T2: Emergency,35.4
2025-01-01,Jan-Mar 2025,Hospital,Ballina,Northern NSW,Regional,District group 2,T3: Urgent,53.0
2025-01-01,Jan-Mar 2025,Hospital,Ballina,Northern NSW,Regional,District group 2,T4: Semi-urgent,62.8
2025-01-01,Jan-Mar 2025,Hospital,Ballina,Northern NSW,Regional,District group 2,T5: Non-urgent,85.2
2025-01-01,Jan-Mar 2025,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T2: Emergency,49.4
2025-01-01,Jan-Mar 2025,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T3: Urgent,64.7
2025-01-01,Jan-Mar 2025,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T4: Semi-urgent,71.9
2025-01-01,Jan-Mar 2025,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T5: Non-urgent,90.7
2025-01-01,Jan-Mar 2025,Hospital,Batemans Bay,Southern NSW,Regional,District group 2,T2: Emergency,64.1
2025-01-01,Jan-Mar 2025,Hospital,Batemans Bay,Southern NSW,Regional,District group 2,T3: Urgent,74.9
2025-01-01,Jan-Mar 2025,Hospital,Batemans Bay,Southern NSW,Regional,District group 2,T4: Semi-urgent,84.5
2025-01-01,Jan-Mar 2025,Hospital,Batemans Bay,Southern NSW,Regional,District group 2,T5: Non-urgent,93.3
2025-01-01,Jan-Mar 2025,Hospital,Bathurst,Western NSW,Regional,District group 1,T2: Emergency,65.3
2025-01-01,Jan-Mar 2025,Hospital,Bathurst,Western NSW,Regional,District group 1,T3: Urgent,70.5
2025-01-01,Jan-Mar 2025,Hospital,Bathurst,Western NSW,Regional,District group 1,T4: Semi-urgent,82.2
2025-01-01,Jan-Mar 2025,Hospital,Bathurst,Western NSW,Regional,District group 1,T5: Non-urgent,93.8
2025-01-01,Jan-Mar 2025,Hospital,Belmont,Hunter New England,Regional,District group 1,T2: Emergency,48.1
2025-01-01,Jan-Mar 2025,Hospital,Belmont,Hunter New England,Regional,District group 1,T3: Urgent,71.8
2025-01-01,Jan-Mar 2025,Hospital,Belmont,Hunter New England,Regional,District group 1,T4: Semi-urgent,77.3
2025-01-01,Jan-Mar 2025,Hospital,Belmont,Hunter New England,Regional,District group 1,T5: Non-urgent,82.3
2025-01-01,Jan-Mar 2025,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T2: Emergency,43.3
2025-01-01,Jan-Mar 2025,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T3: Urgent,32.6
2025-01-01,Jan-Mar 2025,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T4: Semi-urgent,49.2
2025-01-01,Jan-Mar 2025,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T5: Non-urgent,71.6
2025-01-01,Jan-Mar 2025,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T2: Emergency,63.0
2025-01-01,Jan-Mar 2025,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T3: Urgent,77.6
2025-01-01,Jan-Mar 2025,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T4: Semi-urgent,83.3
2025-01-01,Jan-Mar 2025,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T5: Non-urgent,94.3
2025-01-01,Jan-Mar 2025,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T2: Emergency,85.0
2025-01-01,Jan-Mar 2025,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T3: Urgent,91.7
2025-01-01,Jan-Mar 2025,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T4: Semi-urgent,87.3
2025-01-01,Jan-Mar 2025,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T5: Non-urgent,92.9
2025-01-01,Jan-Mar 2025,Hospital,Broken Hill,Far West,Regional,District group 1,T2: Emergency,56.1
2025-01-01,Jan-Mar 2025,Hospital,Broken Hill,Far West,Regional,District group 1,T3: Urgent,80.6
2025-01-01,Jan-Mar 2025,Hospital,Broken Hill,Far West,Regional,District group 1,T4: Semi-urgent,89.9
2025-01-01,Jan-Mar 2025,Hospital,Broken Hill,Far West,Regional,District group 1,T5: Non-urgent,97.1
2025-01-01,Jan-Mar 2025,Hospital,Byron Central,Northern NSW,Regional,District group 2,T2: Emergency,79.8
2025-01-01,Jan-Mar 2025,Hospital,Byron Central,Northern NSW,Regional,District group 2,T3: Urgent,81.1
2025-01-01,Jan-Mar 2025,Hospital,Byron Central,Northern NSW,Regional,District group 2,T4: Semi-urgent,86.1
2025-01-01,Jan-Mar 2025,Hospital,Byron Central,Northern NSW,Regional,District group 2,T5: Non-urgent,93.5
2025-01-01,Jan-Mar 2025,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T2: Emergency,81.6
2025-01-01,Jan-Mar 2025,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T3: Urgent,84.5
2025-01-01,Jan-Mar 2025,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T4: Semi-urgent,85.6
2025-01-01,Jan-Mar 2025,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T5: Non-urgent,80.2
2025-01-01,Jan-Mar 2025,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T2: Emergency,36.8
2025-01-01,Jan-Mar 2025,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T3: Urgent,64.5
2025-01-01,Jan-Mar 2025,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T4: Semi-urgent,68.5
2025-01-01,Jan-Mar 2025,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T5: Non-urgent,84.1
2025-01-01,Jan-Mar 2025,Hospital,Canterbury,Sydney,Metropolitan,Major,T2: Emergency,45.8
2025-01-01,Jan-Mar 2025,Hospital,Canterbury,Sydney,Metropolitan,Major,T3: Urgent,69.5
2025-01-01,Jan-Mar 2025,Hospital,Canterbury,Sydney,Metropolitan,Major,T4: Semi-urgent,78.8
2025-01-01,Jan-Mar 2025,Hospital,Canterbury,Sydney,Metropolitan,Major,T5: Non-urgent,91.8
2025-01-01,Jan-Mar 2025,Hospital,Casino,Northern NSW,Regional,District group 2,T2: Emergency,47.1
2025-01-01,Jan-Mar 2025,Hospital,Casino,Northern NSW,Regional,District group 2,T3: Urgent,69.0
2025-01-01,Jan-Mar 2025,Hospital,Casino,Northern NSW,Regional,District group 2,T4: Semi-urgent,72.9
2025-01-01,Jan-Mar 2025,Hospital,Casino,Northern NSW,Regional,District group 2,T5: Non-urgent,91.5
2025-01-01,Jan-Mar 2025,Hospital,Cessnock,Hunter New England,Regional,District group 2,T2: Emergency,77.1
2025-01-01,Jan-Mar 2025,Hospital,Cessnock,Hunter New England,Regional,District group 2,T3: Urgent,81.6
2025-01-01,Jan-Mar 2025,Hospital,Cessnock,Hunter New England,Regional,District group 2,T4: Semi-urgent,79.3
