quarter_start,reporting_period,reporting_level,entity,lhd,district_type,peer_group,triage_category,pct_on_time
2025-01-01,Jan-Mar 2025,Hospital,Cessnock,Hunter New England,Regional,District group 2,T5: Non-urgent,78.0
2025-01-01,Jan-Mar 2025,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T2: Emergency,69.7
2025-01-01,Jan-Mar 2025,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T3: Urgent,62.8
2025-01-01,Jan-Mar 2025,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T4: Semi-urgent,76.7
2025-01-01,Jan-Mar 2025,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T5: Non-urgent,84.6
2025-01-01,Jan-Mar 2025,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T2: Emergency,55.8
2025-01-01,Jan-Mar 2025,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T3: Urgent,51.6
2025-01-01,Jan-Mar 2025,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T4: Semi-urgent,66.8
2025-01-01,Jan-Mar 2025,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T5: Non-urgent,84.3
2025-01-01,Jan-Mar 2025,Hospital,Concord,Sydney,Metropolitan,Principal referral,T2: Emergency,62.8
2025-01-01,Jan-Mar 2025,Hospital,Concord,Sydney,Metropolitan,Principal referral,T3: Urgent,81.3
2025-01-01,Jan-Mar 2025,Hospital,Concord,Sydney,Metropolitan,Principal referral,T4: Semi-urgent,83.1
2025-01-01,Jan-Mar 2025,Hospital,Concord,Sydney,Metropolitan,Principal referral,T5: Non-urgent,94.8
2025-01-01,Jan-Mar 2025,Hospital,Cooma,Southern NSW,Regional,District group 2,T2: Emergency,91.3
2025-01-01,Jan-Mar 2025,Hospital,Cooma,Southern NSW,Regional,District group 2,T3: Urgent,91.0
2025-01-01,Jan-Mar 2025,Hospital,Cooma,Southern NSW,Regional,District group 2,T4: Semi-urgent,94.0
2025-01-01,Jan-Mar 2025,Hospital,Cooma,Southern NSW,Regional,District group 2,T5: Non-urgent,96.5
2025-01-01,Jan-Mar 2025,Hospital,Cowra,Western NSW,Regional,District group 2,T2: Emergency,94.0
2025-01-01,Jan-Mar 2025,Hospital,Cowra,Western NSW,Regional,District group 2,T3: Urgent,81.4
2025-01-01,Jan-Mar 2025,Hospital,Cowra,Western NSW,Regional,District group 2,T4: Semi-urgent,85.9
2025-01-01,Jan-Mar 2025,Hospital,Cowra,Western NSW,Regional,District group 2,T5: Non-urgent,90.9
2025-01-01,Jan-Mar 2025,Hospital,Deniliquin,Murrumbidgee,Regional,District group 2,T2: Emergency,80.5
2025-01-01,Jan-Mar 2025,Hospital,Deniliquin,Murrumbidgee,Regional,District group 2,T3: Urgent,92.6
2025-01-01,Jan-Mar 2025,Hospital,Deniliquin,Murrumbidgee,Regional,District group 2,T4: Semi-urgent,99.0
2025-01-01,Jan-Mar 2025,Hospital,Deniliquin,Murrumbidgee,Regional,District group 2,T5: Non-urgent,100.0
2025-01-01,Jan-Mar 2025,Hospital,Dubbo,Western NSW,Regional,Major,T2: Emergency,59.6
2025-01-01,Jan-Mar 2025,Hospital,Dubbo,Western NSW,Regional,Major,T3: Urgent,66.9
2025-01-01,Jan-Mar 2025,Hospital,Dubbo,Western NSW,Regional,Major,T4: Semi-urgent,79.4
2025-01-01,Jan-Mar 2025,Hospital,Dubbo,Western NSW,Regional,Major,T5: Non-urgent,93.0
2025-01-01,Jan-Mar 2025,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T2: Emergency,44.3
2025-01-01,Jan-Mar 2025,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T3: Urgent,79.1
2025-01-01,Jan-Mar 2025,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T4: Semi-urgent,80.2
2025-01-01,Jan-Mar 2025,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T5: Non-urgent,82.9
2025-01-01,Jan-Mar 2025,Hospital,Forbes,Western NSW,Regional,District group 2,T2: Emergency,80.0
2025-01-01,Jan-Mar 2025,Hospital,Forbes,Western NSW,Regional,District group 2,T3: Urgent,90.7
2025-01-01,Jan-Mar 2025,Hospital,Forbes,Western NSW,Regional,District group 2,T4: Semi-urgent,87.6
2025-01-01,Jan-Mar 2025,Hospital,Forbes,Western NSW,Regional,District group 2,T5: Non-urgent,96.2
2025-01-01,Jan-Mar 2025,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T2: Emergency,69.2
2025-01-01,Jan-Mar 2025,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T3: Urgent,48.0
2025-01-01,Jan-Mar 2025,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T4: Semi-urgent,45.8
2025-01-01,Jan-Mar 2025,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T5: Non-urgent,71.6
2025-01-01,Jan-Mar 2025,Hospital,Goulburn,Southern NSW,Regional,District group 1,T2: Emergency,51.2
2025-01-01,Jan-Mar 2025,Hospital,Goulburn,Southern NSW,Regional,District group 1,T3: Urgent,66.2
2025-01-01,Jan-Mar 2025,Hospital,Goulburn,Southern NSW,Regional,District group 1,T4: Semi-urgent,72.7
2025-01-01,Jan-Mar 2025,Hospital,Goulburn,Southern NSW,Regional,District group 1,T5: Non-urgent,85.6
2025-01-01,Jan-Mar 2025,Hospital,Grafton,Northern NSW,Regional,District group 1,T2: Emergency,74.8
2025-01-01,Jan-Mar 2025,Hospital,Grafton,Northern NSW,Regional,District group 1,T3: Urgent,57.6
2025-01-01,Jan-Mar 2025,Hospital,Grafton,Northern NSW,Regional,District group 1,T4: Semi-urgent,59.6
2025-01-01,Jan-Mar 2025,Hospital,Grafton,Northern NSW,Regional,District group 1,T5: Non-urgent,84.5
2025-01-01,Jan-Mar 2025,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T2: Emergency,84.2
2025-01-01,Jan-Mar 2025,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T3: Urgent,71.3
2025-01-01,Jan-Mar 2025,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T4: Semi-urgent,74.6
2025-01-01,Jan-Mar 2025,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T5: Non-urgent,94.0
2025-01-01,Jan-Mar 2025,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T2: Emergency,97.9
2025-01-01,Jan-Mar 2025,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T3: Urgent,68.8
2025-01-01,Jan-Mar 2025,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T4: Semi-urgent,81.7
2025-01-01,Jan-Mar 2025,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T5: Non-urgent,94.9
2025-01-01,Jan-Mar 2025,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T2: Emergency,60.3
2025-01-01,Jan-Mar 2025,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T3: Urgent,66.9
2025-01-01,Jan-Mar 2025,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T4: Semi-urgent,80.8
2025-01-01,Jan-Mar 2025,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T5: Non-urgent,94.7
2025-01-01,Jan-Mar 2025,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T2: Emergency,81.3
2025-01-01,Jan-Mar 2025,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T3: Urgent,73.6
2025-01-01,Jan-Mar 2025,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T4: Semi-urgent,78.3
2025-01-01,Jan-Mar 2025,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T5: Non-urgent,90.7
2025-01-01,Jan-Mar 2025,Hospital,Inverell,Hunter New England,Regional,District group 2,T2: Emergency,75.5
2025-01-01,Jan-Mar 2025,Hospital,Inverell,Hunter New England,Regional,District group 2,T3: Urgent,82.1
2025-01-01,Jan-Mar 2025,Hospital,Inverell,Hunter New England,Regional,District group 2,T4: Semi-urgent,82.2
2025-01-01,Jan-Mar 2025,Hospital,Inverell,Hunter New England,Regional,District group 2,T5: Non-urgent,90.9
2025-01-01,Jan-Mar 2025,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T2: Emergency,43.2
2025-01-01,Jan-Mar 2025,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T3: Urgent,46.4
2025-01-01,Jan-Mar 2025,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T4: Semi-urgent,58.1
2025-01-01,Jan-Mar 2025,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T5: Non-urgent,62.4
2025-01-01,Jan-Mar 2025,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T2: Emergency,52.2
2025-01-01,Jan-Mar 2025,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T3: Urgent,69.5
2025-01-01,Jan-Mar 2025,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T4: Semi-urgent,78.9
2025-01-01,Jan-Mar 2025,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T5: Non-urgent,92.8
2025-01-01,Jan-Mar 2025,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T2: Emergency,89.1
2025-01-01,Jan-Mar 2025,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T3: Urgent,94.1
2025-01-01,Jan-Mar 2025,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T4: Semi-urgent,97.7
2025-01-01,Jan-Mar 2025,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T5: Non-urgent,98.9
2025-01-01,Jan-Mar 2025,Hospital,Lismore,Northern NSW,Regional,Major,T2: Emergency,67.8
2025-01-01,Jan-Mar 2025,Hospital,Lismore,Northern NSW,Regional,Major,T3: Urgent,48.7
2025-01-01,Jan-Mar 2025,Hospital,Lismore,Northern NSW,Regional,Major,T4: Semi-urgent,56.4
2025-01-01,Jan-Mar 2025,Hospital,Lismore,Northern NSW,Regional,Major,T5: Non-urgent,82.1
2025-01-01,Jan-Mar 2025,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T2: Emergency,65.7
2025-01-01,Jan-Mar 2025,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T3: Urgent,80.0
2025-01-01,Jan-Mar 2025,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T4: Semi-urgent,83.9
2025-01-01,Jan-Mar 2025,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T5: Non-urgent,95.6
2025-01-01,Jan-Mar 2025,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T2: Emergency,60.1
2025-01-01,Jan-Mar 2025,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T3: Urgent,72.9
2025-01-01,Jan-Mar 2025,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T4: Semi-urgent,82.4
2025-01-01,Jan-Mar 2025,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T5: Non-urgent,96.4
2025-01-01,Jan-Mar 2025,Hospital,Macksville,Mid North Coast,Regional,District group 2,T2: Emergency,92.9
2025-01-01,Jan-Mar 2025,Hospital,Macksville,Mid North Coast,Regional,District group 2,T3: Urgent,91.3
2025-01-01,Jan-Mar 2025,Hospital,Macksville,Mid North Coast,Regional,District group 2,T4: Semi-urgent,88.0
2025-01-01,Jan-Mar 2025,Hospital,Macksville,Mid North Coast,Regional,District group 2,T5: Non-urgent,93.0
2025-01-01,Jan-Mar 2025,Hospital,Maclean,Northern NSW,Regional,District group 2,T2: Emergency,59.8
2025-01-01,Jan-Mar 2025,Hospital,Maclean,Northern NSW,Regional,District group 2,T3: Urgent,76.1
2025-01-01,Jan-Mar 2025,Hospital,Maclean,Northern NSW,Regional,District group 2,T4: Semi-urgent,76.2
2025-01-01,Jan-Mar 2025,Hospital,Maclean,Northern NSW,Regional,District group 2,T5: Non-urgent,92.5
2025-01-01,Jan-Mar 2025,Hospital,Maitland,Hunter New England,Regional,Major,T2: Emergency,47.9
2025-01-01,Jan-Mar 2025,Hospital,Maitland,Hunter New England,Regional,Major,T3: Urgent,40.8
2025-01-01,Jan-Mar 2025,Hospital,Maitland,Hunter New England,Regional,Major,T4: Semi-urgent,54.9
2025-01-01,Jan-Mar 2025,Hospital,Maitland,Hunter New England,Regional,Major,T5: Non-urgent,72.3
2025-01-01,Jan-Mar 2025,Hospital,Manning,Hunter New England,Regional,Major,T2: Emergency,39.3
2025-01-01,Jan-Mar 2025,Hospital,Manning,Hunter New England,Regional,Major,T3: Urgent,44.6
2025-01-01,Jan-Mar 2025,Hospital,Manning,Hunter New England,Regional,Major,T4: Semi-urgent,59.2
2025-01-01,Jan-Mar 2025,Hospital,Manning,Hunter New England,Regional,Major,T5: Non-urgent,83.0
2025-01-01,Jan-Mar 2025,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T2: Emergency,52.4
2025-01-01,Jan-Mar 2025,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T3: Urgent,68.9
2025-01-01,Jan-Mar 2025,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T4: Semi-urgent,79.7
2025-01-01,Jan-Mar 2025,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T5: Non-urgent,97.1
2025-01-01,Jan-Mar 2025,Hospital,Moree,Hunter New England,Regional,District group 2,T2: Emergency,86.4
2025-01-01,Jan-Mar 2025,Hospital,Moree,Hunter New England,Regional,District group 2,T3: Urgent,63.2
2025-01-01,Jan-Mar 2025,Hospital,Moree,Hunter New England,Regional,District group 2,T4: Semi-urgent,73.3
2025-01-01,Jan-Mar 2025,Hospital,Moree,Hunter New England,Regional,District group 2,T5: Non-urgent,90.3
2025-01-01,Jan-Mar 2025,Hospital,Moruya,Southern NSW,Regional,District group 2,T2: Emergency,61.7
2025-01-01,Jan-Mar 2025,Hospital,Moruya,Southern NSW,Regional,District group 2,T3: Urgent,63.6
2025-01-01,Jan-Mar 2025,Hospital,Moruya,Southern NSW,Regional,District group 2,T4: Semi-urgent,73.0
2025-01-01,Jan-Mar 2025,Hospital,Moruya,Southern NSW,Regional,District group 2,T5: Non-urgent,86.5
2025-01-01,Jan-Mar 2025,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T2: Emergency,45.1
2025-01-01,Jan-Mar 2025,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T3: Urgent,56.2
2025-01-01,Jan-Mar 2025,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T4: Semi-urgent,70.6
2025-01-01,Jan-Mar 2025,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T5: Non-urgent,87.0
2025-01-01,Jan-Mar 2025,Hospital,Mudgee,Western NSW,Regional,District group 2,T2: Emergency,65.8
2025-01-01,Jan-Mar 2025,Hospital,Mudgee,Western NSW,Regional,District group 2,T3: Urgent,73.8
2025-01-01,Jan-Mar 2025,Hospital,Mudgee,Western NSW,Regional,District group 2,T4: Semi-urgent,72.6
2025-01-01,Jan-Mar 2025,Hospital,Mudgee,Western NSW,Regional,District group 2,T5: Non-urgent,85.3
2025-01-01,Jan-Mar 2025,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T2: Emergency,57.9
2025-01-01,Jan-Mar 2025,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T3: Urgent,82.2
2025-01-01,Jan-Mar 2025,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T4: Semi-urgent,91.5
2025-01-01,Jan-Mar 2025,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T5: Non-urgent,96.9
2025-01-01,Jan-Mar 2025,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T2: Emergency,61.8
2025-01-01,Jan-Mar 2025,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T3: Urgent,67.8
2025-01-01,Jan-Mar 2025,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T4: Semi-urgent,76.0
2025-01-01,Jan-Mar 2025,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T5: Non-urgent,92.1
2025-01-01,Jan-Mar 2025,Hospital,Narrabri,Hunter New England,Regional,District group 2,T2: Emergency,86.1
2025-01-01,Jan-Mar 2025,Hospital,Narrabri,Hunter New England,Regional,District group 2,T3: Urgent,84.4
2025-01-01,Jan-Mar 2025,Hospital,Narrabri,Hunter New England,Regional,District group 2,T4: Semi-urgent,89.6
2025-01-01,Jan-Mar 2025,Hospital,Narrabri,Hunter New England,Regional,District group 2,T5: Non-urgent,98.7
2025-01-01,Jan-Mar 2025,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T2: Emergency,43.2
2025-01-01,Jan-Mar 2025,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T3: Urgent,60.8
2025-01-01,Jan-Mar 2025,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T4: Semi-urgent,76.1
2025-01-01,Jan-Mar 2025,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T5: Non-urgent,87.5
2025-01-01,Jan-Mar 2025,Hospital,Northern Beaches,Northern Sydney,Metropolitan,Major,T2: Emergency,70.0
2025-01-01,Jan-Mar 2025,Hospital,Northern Beaches,Northern Sydney,Metropolitan,Major,T3: Urgent,61.8
2025-01-01,Jan-Mar 2025,Hospital,Northern Beaches,Northern Sydney,Metropolitan,Major,T4: Semi-urgent,69.7
2025-01-01,Jan-Mar 2025,Hospital,Northern Beaches,Northern Sydney,Metropolitan,Major,T5: Non-urgent,89.6
2025-01-01,Jan-Mar 2025,Hospital,Orange,Western NSW,Regional,Major,T2: Emergency,81.7
2025-01-01,Jan-Mar 2025,Hospital,Orange,Western NSW,Regional,Major,T3: Urgent,72.9
2025-01-01,Jan-Mar 2025,Hospital,Orange,Western NSW,Regional,Major,T4: Semi-urgent,66.1
2025-01-01,Jan-Mar 2025,Hospital,Orange,Western NSW,Regional,Major,T5: Non-urgent,85.7
2025-01-01,Jan-Mar 2025,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T2: Emergency,42.9
2025-01-01,Jan-Mar 2025,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T3: Urgent,56.9
2025-01-01,Jan-Mar 2025,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T4: Semi-urgent,76.0
2025-01-01,Jan-Mar 2025,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T5: Non-urgent,93.2
2025-01-01,Jan-Mar 2025,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T2: Emergency,23.6
2025-01-01,Jan-Mar 2025,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T3: Urgent,40.8
2025-01-01,Jan-Mar 2025,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T4: Semi-urgent,61.7
2025-01-01,Jan-Mar 2025,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T5: Non-urgent,76.6
2025-01-01,Jan-Mar 2025,Hospital,Queanbeyan,Southern NSW,Regional,District group 2,T2: Emergency,80.7
2025-01-01,Jan-Mar 2025,Hospital,Queanbeyan,Southern NSW,Regional,District group 2,T3: Urgent,81.0
2025-01-01,Jan-Mar 2025,Hospital,Queanbeyan,Southern NSW,Regional,District group 2,T4: Semi-urgent,76.6
2025-01-01,Jan-Mar 2025,Hospital,Queanbeyan,Southern NSW,Regional,District group 2,T5: Non-urgent,93.5
2025-01-01,Jan-Mar 2025,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T2: Emergency,70.2
2025-01-01,Jan-Mar 2025,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T3: Urgent,61.9
2025-01-01,Jan-Mar 2025,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T4: Semi-urgent,72.6
2025-01-01,Jan-Mar 2025,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T5: Non-urgent,89.3
2025-01-01,Jan-Mar 2025,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T2: Emergency,47.4
2025-01-01,Jan-Mar 2025,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T3: Urgent,65.6
2025-01-01,Jan-Mar 2025,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T4: Semi-urgent,71.6
2025-01-01,Jan-Mar 2025,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T5: Non-urgent,88.7
2025-01-01,Jan-Mar 2025,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T2: Emergency,84.6
2025-01-01,Jan-Mar 2025,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T3: Urgent,85.8
2025-01-01,Jan-Mar 2025,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T4: Semi-urgent,86.3
2025-01-01,Jan-Mar 2025,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T5: Non-urgent,91.4
2025-01-01,Jan-Mar 2025,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T2: Emergency,65.1
2025-01-01,Jan-Mar 2025,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T3: Urgent,63.0
2025-01-01,Jan-Mar 2025,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T4: Semi-urgent,70.4
2025-01-01,Jan-Mar 2025,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T5: Non-urgent,93.3
2025-01-01,Jan-Mar 2025,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T2: Emergency,41.7
2025-01-01,Jan-Mar 2025,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T3: Urgent,45.7
2025-01-01,Jan-Mar 2025,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T4: Semi-urgent,59.4
2025-01-01,Jan-Mar 2025,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T5: Non-urgent,84.4
2025-01-01,Jan-Mar 2025,Hospital,Singleton,Hunter New England,Regional,District group 2,T2: Emergency,81.0
2025-01-01,Jan-Mar 2025,Hospital,Singleton,Hunter New England,Regional,District group 2,T3: Urgent,81.9
2025-01-01,Jan-Mar 2025,Hospital,Singleton,Hunter New England,Regional,District group 2,T4: Semi-urgent,74.7
2025-01-01,Jan-Mar 2025,Hospital,Singleton,Hunter New England,Regional,District group 2,T5: Non-urgent,93.4
2025-01-01,Jan-Mar 2025,Hospital,South East Regional,Southern NSW,Regional,District group 1,T2: Emergency,62.9
2025-01-01,Jan-Mar 2025,Hospital,South East Regional,Southern NSW,Regional,District group 1,T3: Urgent,63.5
2025-01-01,Jan-Mar 2025,Hospital,South East Regional,Southern NSW,Regional,District group 1,T4: Semi-urgent,72.9
2025-01-01,Jan-Mar 2025,Hospital,South East Regional,Southern NSW,Regional,District group 1,T5: Non-urgent,89.8
2025-01-01,Jan-Mar 2025,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T2: Emergency,40.9
2025-01-01,Jan-Mar 2025,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T3: Urgent,59.9
2025-01-01,Jan-Mar 2025,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T4: Semi-urgent,76.0
2025-01-01,Jan-Mar 2025,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T5: Non-urgent,93.8
2025-01-01,Jan-Mar 2025,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T2: Emergency,52.7
2025-01-01,Jan-Mar 2025,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T3: Urgent,57.1
2025-01-01,Jan-Mar 2025,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T4: Semi-urgent,62.1
2025-01-01,Jan-Mar 2025,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T5: Non-urgent,89.7
