reporting_period,entity,lhd,peer_group,attendances,pct_on_time,quarter_start,district_type
Jul-Sep 2016,Young,Murrumbidgee,District group 2,2697.0,93.4,2016-07-01,Regional
Jul-Sep 2017,Armidale,Hunter New England,District group 1,4200.0,60.8,2017-07-01,Regional
Jul-Sep 2017,Auburn,Western Sydney,Major,7767.0,60.8,2017-07-01,Metropolitan
Jul-Sep 2017,Ballina,Northern NSW,District group 2,4382.0,72.9,2017-07-01,Regional
Jul-Sep 2017,Bankstown-Lidcombe,South Western Sydney,Principal referral,14570.0,53.3,2017-07-01,Metropolitan
Jul-Sep 2017,Batemans Bay,Southern NSW,District group 2,4039.0,67.8,2017-07-01,Regional
Jul-Sep 2017,Bathurst,Western NSW,District group 1,6955.0,74.8,2017-07-01,Regional
Jul-Sep 2017,Belmont,Hunter New England,District group 1,6616.0,80.6,2017-07-01,Regional
Jul-Sep 2017,Blacktown,Western Sydney,Major,12901.0,48.0,2017-07-01,Metropolitan
Jul-Sep 2017,Blue Mountains,Nepean Blue Mountains,District group 2,4492.0,69.9,2017-07-01,Metropolitan
Jul-Sep 2017,Bowral,South Western Sydney,District group 1,5124.0,71.9,2017-07-01,Metropolitan
Jul-Sep 2017,Broken Hill,Far West,District group 1,5747.0,85.3,2017-07-01,Regional
Jul-Sep 2017,Byron Central,Northern NSW,District group 2,4564.0,80.6,2017-07-01,Regional
Jul-Sep 2017,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,9654.0,81.4,2017-07-01,Regional
Jul-Sep 2017,Campbelltown,South Western Sydney,Major,18835.0,72.7,2017-07-01,Metropolitan
Jul-Sep 2017,Canterbury,Sydney,Major,12453.0,71.2,2017-07-01,Metropolitan
Jul-Sep 2017,Casino,Northern NSW,District group 2,3564.0,71.0,2017-07-01,Regional
Jul-Sep 2017,Cessnock,Hunter New England,District group 2,4669.0,74.5,2017-07-01,Regional
Jul-Sep 2017,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,16349.0,57.2,2017-07-01,Specialty network
Jul-Sep 2017,Coffs Harbour,Mid North Coast,Major,10514.0,75.5,2017-07-01,Regional
Jul-Sep 2017,Concord,Sydney,Principal referral,10445.0,70.4,2017-07-01,Metropolitan
Jul-Sep 2017,Cooma,Southern NSW,District group 2,3039.0,76.9,2017-07-01,Regional
Jul-Sep 2017,Cowra,Western NSW,District group 2,1691.0,93.2,2017-07-01,Regional
Jul-Sep 2017,Deniliquin,Murrumbidgee,District group 2,2264.0,91.5,2017-07-01,Regional
Jul-Sep 2017,Dubbo,Western NSW,Major,9026.0,76.4,2017-07-01,Regional
Jul-Sep 2017,Fairfield,South Western Sydney,Major,9769.0,59.1,2017-07-01,Metropolitan
Jul-Sep 2017,Forbes,Western NSW,District group 2,2031.0,85.4,2017-07-01,Regional
Jul-Sep 2017,Gosford,Central Coast,Principal referral,17739.0,64.7,2017-07-01,Metropolitan
Jul-Sep 2017,Goulburn,Southern NSW,District group 1,4658.0,70.0,2017-07-01,Regional
Jul-Sep 2017,Grafton,Northern NSW,District group 1,6802.0,69.9,2017-07-01,Regional
Jul-Sep 2017,Griffith,Murrumbidgee,District group 1,5407.0,75.3,2017-07-01,Regional
Jul-Sep 2017,Gunnedah,Hunter New England,District group 2,2457.0,72.1,2017-07-01,Regional
Jul-Sep 2017,Hawkesbury,Nepean Blue Mountains,District group 1,6452.0,78.2,2017-07-01,Metropolitan
Jul-Sep 2017,Hornsby,Northern Sydney,Major,10644.0,83.8,2017-07-01,Metropolitan
Jul-Sep 2017,Inverell,Hunter New England,District group 2,2349.0,84.2,2017-07-01,Regional
Jul-Sep 2017,John Hunter,Hunter New England,Principal referral,20675.0,68.1,2017-07-01,Regional
Jul-Sep 2017,Kempsey,Mid North Coast,District group 2,7565.0,62.8,2017-07-01,Regional
Jul-Sep 2017,Kurri Kurri,Hunter New England,District group 2,973.0,92.6,2017-07-01,Regional
Jul-Sep 2017,Lismore,Northern NSW,Major,9035.0,59.9,2017-07-01,Regional
Jul-Sep 2017,Lithgow,Nepean Blue Mountains,District group 2,3265.0,86.8,2017-07-01,Metropolitan
Jul-Sep 2017,Liverpool,South Western Sydney,Principal referral,22556.0,72.9,2017-07-01,Metropolitan
Jul-Sep 2017,Macksville,Mid North Coast,District group 2,3884.0,73.2,2017-07-01,Regional
Jul-Sep 2017,Maclean,Northern NSW,District group 2,3070.0,72.1,2017-07-01,Regional
Jul-Sep 2017,Maitland,Hunter New England,Major,12608.0,59.1,2017-07-01,Regional
Jul-Sep 2017,Manly,Northern Sydney,Major,6369.0,87.3,2017-07-01,Metropolitan
Jul-Sep 2017,Manning,Hunter New England,Major,8194.0,67.4,2017-07-01,Regional
Jul-Sep 2017,Milton,Illawarra Shoalhaven,District group 2,3320.0,72.3,2017-07-01,Metropolitan
Jul-Sep 2017,Mona Vale,Northern Sydney,Major,8915.0,81.2,2017-07-01,Metropolitan
Jul-Sep 2017,Moree,Hunter New England,District group 2,2583.0,88.5,2017-07-01,Regional
Jul-Sep 2017,Moruya,Southern NSW,District group 2,2628.0,75.1,2017-07-01,Regional
Jul-Sep 2017,Mount Druitt,Western Sydney,District group 1,9355.0,61.4,2017-07-01,Metropolitan
Jul-Sep 2017,Mudgee,Western NSW,District group 2,3314.0,66.9,2017-07-01,Regional
Jul-Sep 2017,Murwillumbah,Northern NSW,District group 1,4825.0,85.6,2017-07-01,Regional
Jul-Sep 2017,Muswellbrook,Hunter New England,District group 2,2606.0,78.6,2017-07-01,Regional
Jul-Sep 2017,Narrabri,Hunter New England,District group 2,1696.0,91.5,2017-07-01,Regional
Jul-Sep 2017,Nepean,Nepean Blue Mountains,Principal referral,18743.0,51.8,2017-07-01,Metropolitan
Jul-Sep 2017,Orange,Western NSW,Major,7911.0,84.6,2017-07-01,Regional
Jul-Sep 2017,Port Macquarie,Mid North Coast,Major,8832.0,71.3,2017-07-01,Regional
Jul-Sep 2017,Prince of Wales,South Eastern Sydney,Principal referral,14497.0,70.9,2017-07-01,Metropolitan
Jul-Sep 2017,Queanbeyan,Southern NSW,District group 2,5261.0,72.7,2017-07-01,Regional
Jul-Sep 2017,Royal North Shore,Northern Sydney,Principal referral,22435.0,78.7,2017-07-01,Metropolitan
Jul-Sep 2017,Royal Prince Alfred,Sydney,Principal referral,19676.0,54.6,2017-07-01,Metropolitan
Jul-Sep 2017,Ryde,Northern Sydney,District group 1,7452.0,85.7,2017-07-01,Metropolitan
Jul-Sep 2017,Shellharbour,Illawarra Shoalhaven,District group 1,7962.0,66.2,2017-07-01,Metropolitan
Jul-Sep 2017,Shoalhaven,Illawarra Shoalhaven,Major,10037.0,59.0,2017-07-01,Metropolitan
Jul-Sep 2017,Singleton,Hunter New England,District group 2,3050.0,67.1,2017-07-01,Regional
Jul-Sep 2017,South East Regional,Southern NSW,District group 1,4342.0,70.8,2017-07-01,Regional
Jul-Sep 2017,St George,South Eastern Sydney,Principal referral,21169.0,59.3,2017-07-01,Metropolitan
Jul-Sep 2017,St Vincent's,St Vincent's Health Network,Principal referral,11832.0,76.2,2017-07-01,Specialty network
Jul-Sep 2017,Sutherland,South Eastern Sydney,Major,13549.0,55.7,2017-07-01,Metropolitan
Jul-Sep 2017,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,10049.0,61.4,2017-07-01,Specialty network
Jul-Sep 2017,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,8124.0,83.8,2017-07-01,Metropolitan
Jul-Sep 2017,Tamworth,Hunter New England,Major,12366.0,63.3,2017-07-01,Regional
Jul-Sep 2017,Tweed Valley,Northern NSW,Major,13317.0,76.9,2017-07-01,Regional
Jul-Sep 2017,Wagga Wagga,Murrumbidgee,Major,10629.0,75.3,2017-07-01,Regional
Jul-Sep 2017,Westmead,Western Sydney,Principal referral,19288.0,54.0,2017-07-01,Metropolitan
Jul-Sep 2017,Wollongong,Illawarra Shoalhaven,Principal referral,17544.0,68.0,2017-07-01,Metropolitan
Jul-Sep 2017,Wyong,Central Coast,Major,17444.0,74.1,2017-07-01,Metropolitan
Jul-Sep 2017,Young,Murrumbidgee,District group 2,2269.0,93.2,2017-07-01,Regional
Jul-Sep 2018,Armidale,Hunter New England,District group 1,4065.0,72.1,2018-07-01,Regional
Jul-Sep 2018,Auburn,Western Sydney,Major,6968.0,64.0,2018-07-01,Metropolitan
Jul-Sep 2018,Ballina,Northern NSW,District group 2,4166.0,82.1,2018-07-01,Regional
Jul-Sep 2018,Bankstown-Lidcombe,South Western Sydney,Principal referral,13647.0,64.2,2018-07-01,Metropolitan
Jul-Sep 2018,Batemans Bay,Southern NSW,District group 2,4362.0,73.3,2018-07-01,Regional
Jul-Sep 2018,Bathurst,Western NSW,District group 1,6473.0,88.5,2018-07-01,Regional
Jul-Sep 2018,Belmont,Hunter New England,District group 1,6417.0,82.5,2018-07-01,Regional
Jul-Sep 2018,Blacktown,Western Sydney,Major,13616.0,70.2,2018-07-01,Metropolitan
Jul-Sep 2018,Blue Mountains,Nepean Blue Mountains,District group 2,4193.0,70.2,2018-07-01,Metropolitan
Jul-Sep 2018,Bowral,South Western Sydney,District group 1,4847.0,76.3,2018-07-01,Metropolitan
Jul-Sep 2018,Broken Hill,Far West,District group 1,6011.0,77.5,2018-07-01,Regional
Jul-Sep 2018,Byron Central,Northern NSW,District group 2,4750.0,80.5,2018-07-01,Regional
Jul-Sep 2018,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,9673.0,82.9,2018-07-01,Regional
Jul-Sep 2018,Campbelltown,South Western Sydney,Major,19285.0,79.2,2018-07-01,Metropolitan
Jul-Sep 2018,Canterbury,Sydney,Major,11448.0,72.5,2018-07-01,Metropolitan
Jul-Sep 2018,Casino,Northern NSW,District group 2,3018.0,77.2,2018-07-01,Regional
Jul-Sep 2018,Cessnock,Hunter New England,District group 2,4272.0,72.7,2018-07-01,Regional
Jul-Sep 2018,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,15431.0,54.8,2018-07-01,Specialty network
Jul-Sep 2018,Coffs Harbour,Mid North Coast,Major,9944.0,80.0,2018-07-01,Regional
Jul-Sep 2018,Concord,Sydney,Principal referral,10113.0,76.2,2018-07-01,Metropolitan
Jul-Sep 2018,Cooma,Southern NSW,District group 2,2957.0,77.5,2018-07-01,Regional
Jul-Sep 2018,Cowra,Western NSW,District group 2,1776.0,91.2,2018-07-01,Regional
Jul-Sep 2018,Deniliquin,Murrumbidgee,District group 2,2370.0,93.2,2018-07-01,Regional
Jul-Sep 2018,Dubbo,Western NSW,Major,8480.0,68.0,2018-07-01,Regional
Jul-Sep 2018,Fairfield,South Western Sydney,Major,9083.0,67.8,2018-07-01,Metropolitan
Jul-Sep 2018,Forbes,Western NSW,District group 2,1886.0,83.4,2018-07-01,Regional
Jul-Sep 2018,Gosford,Central Coast,Principal referral,17173.0,66.3,2018-07-01,Metropolitan
Jul-Sep 2018,Goulburn,Southern NSW,District group 1,4831.0,64.6,2018-07-01,Regional
Jul-Sep 2018,Grafton,Northern NSW,District group 1,6651.0,74.4,2018-07-01,Regional
Jul-Sep 2018,Griffith,Murrumbidgee,District group 1,5619.0,72.8,2018-07-01,Regional
Jul-Sep 2018,Gunnedah,Hunter New England,District group 2,2201.0,71.2,2018-07-01,Regional
Jul-Sep 2018,Hawkesbury,Nepean Blue Mountains,District group 1,6471.0,77.3,2018-07-01,Metropolitan
Jul-Sep 2018,Hornsby,Northern Sydney,Major,10164.0,88.1,2018-07-01,Metropolitan
Jul-Sep 2018,Inverell,Hunter New England,District group 2,2358.0,85.4,2018-07-01,Regional
Jul-Sep 2018,John Hunter,Hunter New England,Principal referral,20298.0,73.2,2018-07-01,Regional
Jul-Sep 2018,Kempsey,Mid North Coast,District group 2,7056.0,70.1,2018-07-01,Regional
Jul-Sep 2018,Kurri Kurri,Hunter New England,District group 2,1012.0,91.8,2018-07-01,Regional
Jul-Sep 2018,Lismore,Northern NSW,Major,9568.0,75.6,2018-07-01,Regional
Jul-Sep 2018,Lithgow,Nepean Blue Mountains,District group 2,3239.0,87.6,2018-07-01,Metropolitan
Jul-Sep 2018,Liverpool,South Western Sydney,Principal referral,22433.0,76.5,2018-07-01,Metropolitan
Jul-Sep 2018,Macksville,Mid North Coast,District group 2,3431.0,77.8,2018-07-01,Regional
Jul-Sep 2018,Maclean,Northern NSW,District group 2,3008.0,73.3,2018-07-01,Regional
Jul-Sep 2018,Maitland,Hunter New England,Major,12151.0,64.8,2018-07-01,Regional
Jul-Sep 2018,Manly,Northern Sydney,Major,5958.0,91.6,2018-07-01,Metropolitan
Jul-Sep 2018,Manning,Hunter New England,Major,7953.0,72.1,2018-07-01,Regional
Jul-Sep 2018,Milton,Illawarra Shoalhaven,District group 2,2865.0,73.1,2018-07-01,Metropolitan
Jul-Sep 2018,Mona Vale,Northern Sydney,Major,8565.0,86.4,2018-07-01,Metropolitan
Jul-Sep 2018,Moree,Hunter New England,District group 2,2107.0,85.5,2018-07-01,Regional
Jul-Sep 2018,Moruya,Southern NSW,District group 2,2531.0,72.6,2018-07-01,Regional
Jul-Sep 2018,Mount Druitt,Western Sydney,District group 1,9194.0,73.0,2018-07-01,Metropolitan
Jul-Sep 2018,Mudgee,Western NSW,District group 2,2972.0,72.4,2018-07-01,Regional
Jul-Sep 2018,Murwillumbah,Northern NSW,District group 1,4485.0,89.1,2018-07-01,Regional
Jul-Sep 2018,Muswellbrook,Hunter New England,District group 2,2528.0,76.1,2018-07-01,Regional
Jul-Sep 2018,Narrabri,Hunter New England,District group 2,1392.0,90.6,2018-07-01,Regional
Jul-Sep 2018,Nepean,Nepean Blue Mountains,Principal referral,18009.0,51.5,2018-07-01,Metropolitan
Jul-Sep 2018,Orange,Western NSW,Major,7405.0,85.9,2018-07-01,Regional
Jul-Sep 2018,Port Macquarie,Mid North Coast,Major,8922.0,78.0,2018-07-01,Regional
Jul-Sep 2018,Prince of Wales,South Eastern Sydney,Principal referral,15027.0,68.5,2018-07-01,Metropolitan
Jul-Sep 2018,Queanbeyan,Southern NSW,District group 2,5585.0,73.7,2018-07-01,Regional
Jul-Sep 2018,Royal North Shore,Northern Sydney,Principal referral,22229.0,75.7,2018-07-01,Metropolitan
Jul-Sep 2018,Royal Prince Alfred,Sydney,Principal referral,19578.0,61.0,2018-07-01,Metropolitan
Jul-Sep 2018,Ryde,Northern Sydney,District group 1,6755.0,83.5,2018-07-01,Metropolitan
Jul-Sep 2018,Shellharbour,Illawarra Shoalhaven,District group 1,7763.0,67.2,2018-07-01,Metropolitan
Jul-Sep 2018,Shoalhaven,Illawarra Shoalhaven,Major,9774.0,63.1,2018-07-01,Metropolitan
Jul-Sep 2018,Singleton,Hunter New England,District group 2,3034.0,72.8,2018-07-01,Regional
Jul-Sep 2018,South East Regional,Southern NSW,District group 1,4283.0,76.2,2018-07-01,Regional
Jul-Sep 2018,St George,South Eastern Sydney,Principal referral,20291.0,66.9,2018-07-01,Metropolitan
Jul-Sep 2018,St Vincent's,St Vincent's Health Network,Principal referral,11777.0,78.3,2018-07-01,Specialty network
Jul-Sep 2018,Sutherland,South Eastern Sydney,Major,13391.0,61.8,2018-07-01,Metropolitan
Jul-Sep 2018,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9245.0,67.0,2018-07-01,Specialty network
Jul-Sep 2018,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,7754.0,87.1,2018-07-01,Metropolitan
Jul-Sep 2018,Tamworth,Hunter New England,Major,10795.0,65.5,2018-07-01,Regional
Jul-Sep 2018,Tweed Valley,Northern NSW,Major,13132.0,80.7,2018-07-01,Regional
Jul-Sep 2018,Wagga Wagga,Murrumbidgee,Major,11108.0,81.6,2018-07-01,Regional
Jul-Sep 2018,Westmead,Western Sydney,Principal referral,19232.0,45.0,2018-07-01,Metropolitan
Jul-Sep 2018,Wollongong,Illawarra Shoalhaven,Principal referral,17511.0,69.9,2018-07-01,Metropolitan
Jul-Sep 2018,Wyong,Central Coast,Major,16891.0,71.6,2018-07-01,Metropolitan
Jul-Sep 2018,Young,Murrumbidgee,District group 2,1957.0,95.7,2018-07-01,Regional
Jul-Sep 2019,Armidale,Hunter New England,District group 1,4533.0,55.5,2019-07-01,Regional
Jul-Sep 2019,Auburn,Western Sydney,Major,7618.0,54.0,2019-07-01,Metropolitan
Jul-Sep 2019,Ballina,Northern NSW,District group 2,4481.0,71.9,2019-07-01,Regional
Jul-Sep 2019,Bankstown-Lidcombe,South Western Sydney,Principal referral,14480.0,62.0,2019-07-01,Metropolitan
Jul-Sep 2019,Batemans Bay,Southern NSW,District group 2,3668.0,70.7,2019-07-01,Regional
Jul-Sep 2019,Bathurst,Western NSW,District group 1,7069.0,80.3,2019-07-01,Regional
Jul-Sep 2019,Belmont,Hunter New England,District group 1,7169.0,76.9,2019-07-01,Regional
Jul-Sep 2019,Blacktown,Western Sydney,Major,14218.0,56.5,2019-07-01,Metropolitan
Jul-Sep 2019,Blue Mountains,Nepean Blue Mountains,District group 2,4530.0,73.2,2019-07-01,Metropolitan
Jul-Sep 2019,Bowral,South Western Sydney,District group 1,4975.0,62.6,2019-07-01,Metropolitan
Jul-Sep 2019,Broken Hill,Far West,District group 1,6173.0,66.0,2019-07-01,Regional
Jul-Sep 2019,Byron Central,Northern NSW,District group 2,5098.0,85.3,2019-07-01,Regional
Jul-Sep 2019,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,10121.0,79.7,2019-07-01,Regional
Jul-Sep 2019,Campbelltown,South Western Sydney,Major,20991.0,75.2,2019-07-01,Metropolitan
Jul-Sep 2019,Canterbury,Sydney,Major,12073.0,67.2,2019-07-01,Metropolitan
Jul-Sep 2019,Casino,Northern NSW,District group 2,3760.0,61.3,2019-07-01,Regional
Jul-Sep 2019,Cessnock,Hunter New England,District group 2,4486.0,71.7,2019-07-01,Regional
Jul-Sep 2019,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,16788.0,73.8,2019-07-01,Specialty network
Jul-Sep 2019,Coffs Harbour,Mid North Coast,Major,10955.0,72.9,2019-07-01,Regional
Jul-Sep 2019,Concord,Sydney,Principal referral,11056.0,65.5,2019-07-01,Metropolitan
Jul-Sep 2019,Cooma,Southern NSW,District group 2,3196.0,74.6,2019-07-01,Regional
Jul-Sep 2019,Cowra,Western NSW,District group 2,1832.0,92.1,2019-07-01,Regional
Jul-Sep 2019,Deniliquin,Murrumbidgee,District group 2,2579.0,98.1,2019-07-01,Regional
Jul-Sep 2019,Dubbo,Western NSW,Major,9837.0,60.6,2019-07-01,Regional
Jul-Sep 2019,Fairfield,South Western Sydney,Major,9944.0,63.3,2019-07-01,Metropolitan
Jul-Sep 2019,Forbes,Western NSW,District group 2,2152.0,82.0,2019-07-01,Regional
Jul-Sep 2019,Gosford,Central Coast,Principal referral,18839.0,57.4,2019-07-01,Metropolitan
Jul-Sep 2019,Goulburn,Southern NSW,District group 1,5063.0,72.9,2019-07-01,Regional
Jul-Sep 2019,Grafton,Northern NSW,District group 1,6890.0,76.7,2019-07-01,Regional
Jul-Sep 2019,Griffith,Murrumbidgee,District group 1,6208.0,84.7,2019-07-01,Regional
Jul-Sep 2019,Gunnedah,Hunter New England,District group 2,2361.0,67.9,2019-07-01,Regional
Jul-Sep 2019,Hawkesbury,Nepean Blue Mountains,District group 1,6974.0,71.9,2019-07-01,Metropolitan
Jul-Sep 2019,Hornsby,Northern Sydney,Major,10716.0,84.7,2019-07-01,Metropolitan
Jul-Sep 2019,Inverell,Hunter New England,District group 2,2463.0,78.9,2019-07-01,Regional
Jul-Sep 2019,John Hunter,Hunter New England,Principal referral,22069.0,71.2,2019-07-01,Regional
Jul-Sep 2019,Kempsey,Mid North Coast,District group 2,7420.0,71.6,2019-07-01,Regional
Jul-Sep 2019,Kurri Kurri,Hunter New England,District group 2,841.0,94.8,2019-07-01,Regional
Jul-Sep 2019,Lismore,Northern NSW,Major,10181.0,67.2,2019-07-01,Regional
Jul-Sep 2019,Lithgow,Nepean Blue Mountains,District group 2,3123.0,91.9,2019-07-01,Metropolitan
Jul-Sep 2019,Liverpool,South Western Sydney,Principal referral,24318.0,68.5,2019-07-01,Metropolitan
Jul-Sep 2019,Macksville,Mid North Coast,District group 2,3557.0,75.7,2019-07-01,Regional
Jul-Sep 2019,Maclean,Northern NSW,District group 2,3538.0,68.8,2019-07-01,Regional
Jul-Sep 2019,Maitland,Hunter New England,Major,13126.0,63.7,2019-07-01,Regional
Jul-Sep 2019,Manning,Hunter New England,Major,8470.0,87.9,2019-07-01,Regional
Jul-Sep 2019,Milton,Illawarra Shoalhaven,District group 2,3511.0,72.0,2019-07-01,Metropolitan
Jul-Sep 2019,Moree,Hunter New England,District group 2,2601.0,73.2,2019-07-01,Regional
Jul-Sep 2019,Moruya,Southern NSW,District group 2,2779.0,73.4,2019-07-01,Regional
Jul-Sep 2019,Mount Druitt,Western Sydney,District group 1,10249.0,54.9,2019-07-01,Metropolitan
Jul-Sep 2019,Mudgee,Western NSW,District group 2,3607.0,63.1,2019-07-01,Regional
Jul-Sep 2019,Murwillumbah,Northern NSW,District group 1,4717.0,87.4,2019-07-01,Regional
Jul-Sep 2019,Muswellbrook,Hunter New England,District group 2,2798.0,80.2,2019-07-01,Regional
Jul-Sep 2019,Narrabri,Hunter New England,District group 2,1526.0,89.4,2019-07-01,Regional
Jul-Sep 2019,Nepean,Nepean Blue Mountains,Principal referral,19179.0,48.2,2019-07-01,Metropolitan
Jul-Sep 2019,Northern Beaches,Northern Sydney,Major,15424.0,76.3,2019-07-01,Metropolitan
Jul-Sep 2019,Orange,Western NSW,Major,7922.0,76.0,2019-07-01,Regional
Jul-Sep 2019,Port Macquarie,Mid North Coast,Major,10873.0,76.4,2019-07-01,Regional
Jul-Sep 2019,Prince of Wales,South Eastern Sydney,Principal referral,14912.0,63.1,2019-07-01,Metropolitan
Jul-Sep 2019,Queanbeyan,Southern NSW,District group 2,6118.0,72.6,2019-07-01,Regional
Jul-Sep 2019,Royal North Shore,Northern Sydney,Principal referral,22406.0,76.7,2019-07-01,Metropolitan
Jul-Sep 2019,Royal Prince Alfred,Sydney,Principal referral,20669.0,64.9,2019-07-01,Metropolitan
Jul-Sep 2019,Ryde,Northern Sydney,District group 1,7178.0,83.1,2019-07-01,Metropolitan
Jul-Sep 2019,Shellharbour,Illawarra Shoalhaven,District group 1,8407.0,64.6,2019-07-01,Metropolitan
Jul-Sep 2019,Shoalhaven,Illawarra Shoalhaven,Major,10199.0,51.2,2019-07-01,Metropolitan
Jul-Sep 2019,Singleton,Hunter New England,District group 2,3250.0,75.8,2019-07-01,Regional
Jul-Sep 2019,South East Regional,Southern NSW,District group 1,4864.0,68.6,2019-07-01,Regional
Jul-Sep 2019,St George,South Eastern Sydney,Principal referral,20574.0,59.8,2019-07-01,Metropolitan
Jul-Sep 2019,St Vincent's,St Vincent's Health Network,Principal referral,12463.0,74.3,2019-07-01,Specialty network
Jul-Sep 2019,Sutherland,South Eastern Sydney,Major,14785.0,59.7,2019-07-01,Metropolitan
Jul-Sep 2019,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9502.0,62.9,2019-07-01,Specialty network
Jul-Sep 2019,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,7895.0,87.5,2019-07-01,Metropolitan
Jul-Sep 2019,Tamworth,Hunter New England,Major,12180.0,62.4,2019-07-01,Regional
Jul-Sep 2019,Tweed Valley,Northern NSW,Major,13650.0,77.1,2019-07-01,Regional
Jul-Sep 2019,Wagga Wagga,Murrumbidgee,Major,12242.0,83.4,2019-07-01,Regional
Jul-Sep 2019,Westmead,Western Sydney,Principal referral,19023.0,52.1,2019-07-01,Metropolitan
